prompt_id,source,current_label,bucket,notes,prompt_preview
tc-mid-0040,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a custom ESLint rule that enforces naming conventions.
tc-mid-0041,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a simple pub/sub system in Go using channels.
tc-mid-0042,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a SQL query to detect gaps in sequential ID ranges.
tc-mid-0043,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a Docker Compose setup for a microservices app with shared networking.
tc-mid-0044,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a basic virtual DOM diffing algorithm in JavaScript.
tc-mid-0045,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Write a FastAPI endpoint with Pydantic validation, dependency injection, and err"
tc-mid-0046,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a Git pre-commit hook that runs linting and type checking.
tc-mid-0047,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement the builder pattern in Rust for constructing complex configuration obj
tc-mid-0048,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Python script that generates a dependency graph from import statements.
tc-mid-0049,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a Kafka consumer in Java that handles deserialization and offset manageme
tc-mid-0050,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a middleware pipeline in C# ASP.NET Core for request/response logging.
tc-mid-0051,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a bash script that backs up PostgreSQL with retention policy and compressi
tc-mid-0052,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Create a React table component with sorting, filtering, and pagination."
tc-mid-0053,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a bounded buffer producer-consumer in Go with sync primitives.
tc-mid-0054,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Python wrapper that converts a REST API into an async generator stream.
tc-mid-0055,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Create a Helm chart with configurable ingress, service, and deployment templates"
tc-mid-0056,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement the repository pattern in TypeScript with a PostgreSQL adapter.
tc-mid-0057,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a SQL stored procedure for inventory reservation with pessimistic locking.
tc-mid-0058,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a Prometheus custom metrics exporter in Go.
tc-mid-0059,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a simple task scheduler in Python with cron-like syntax.
tc-mid-0060,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Rust CLI tool that processes stdin/stdout with structured error handling
tc-mid-0061,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Create a Next.js API route with middleware, validation, and database access."
tc-mid-0062,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a skip list in Java with probabilistic balancing.
tc-mid-0063,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Write a Python class that implements __enter__, __exit__ for a database transact"
tc-mid-0064,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a CI/CD pipeline in GitLab CI for a monorepo with selective builds.
tc-mid-0065,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a consistent hashing ring in Go for distributed cache routing.
tc-mid-0066,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Django REST Framework serializer with nested writes and validation.
tc-mid-0067,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a custom Webpack plugin that generates a build manifest.
tc-mid-0068,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a finite state machine in TypeScript for a UI wizard flow.
tc-mid-0069,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Python multiprocessing pool with shared state and error handling.
tc-mid-0070,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create an AWS CDK stack for a Lambda function with API Gateway and DynamoDB.
tc-mid-0071,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a topological sort for resolving build dependencies in JavaScript.
tc-mid-0072,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a PostgreSQL function that safely performs an upsert with conflict resolut
tc-mid-0073,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a Kubernetes operator skeleton in Go that watches custom resources.
tc-mid-0074,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a B-tree node with insert and split operations in Rust.
tc-mid-0075,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a React testing library test suite for a form component with async validat
tc-mid-0076,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Create a Python data pipeline that extracts from an API, transforms, and loads t"
tc-mid-0077,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a read-write lock in Java that favors writers.
tc-mid-0078,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Terraform module for an EKS cluster with managed node groups.
tc-mid-0079,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create an OAuth2 authorization code flow implementation in Node.js.
tc-mid-0080,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a bloom filter in Go with configurable false positive rate.
tc-mid-0081,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Python abstract base class hierarchy for geometric shapes with area/peri
tc-mid-0082,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a Docker health check script that tests database connectivity and app rea
tc-mid-0083,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a simple regex engine that handles . * and literal matching in Python.
tc-mid-0084,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a gRPC service definition and server implementation in Go.
tc-mid-0085,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a Svelte component that manages form state with real-time validation.
tc-mid-0086,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a job queue with worker pools and graceful shutdown in Go.
tc-mid-0087,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a SQL query to pivot rows to columns dynamically in PostgreSQL.
tc-mid-0088,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a Python plugin system using importlib and entry points.
tc-mid-0089,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a basic bytecode interpreter for a stack-based calculator in Java.
tc-mid-0090,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Kubernetes CronJob that runs database cleanup with failure notifications
tc-mid-0091,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Create a React Native screen with pull-to-refresh, infinite scroll, and skeleton"
tc-mid-0092,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a leaky bucket rate limiter in Rust.
tc-mid-0093,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Python script to parse and transform Terraform state JSON.
tc-mid-0094,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create an Elasticsearch query builder in TypeScript with fluent API.
tc-mid-0095,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement an undo/redo system using the command pattern in JavaScript.
tc-mid-0096,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a C# background service that processes a message queue with graceful shutd
tc-mid-0097,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Create a Nginx config that handles SSL termination, caching, and load balancing."
tc-mid-0098,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a thread pool in Java with configurable core/max threads and work queu
tc-mid-0099,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Python decorator that adds caching with TTL and cache invalidation.
tc-mid-0100,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a GitHub Actions matrix build for cross-platform testing with artifact up
tc-mid-0101,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Implement a binary search tree with insert, delete, and search operations"
tc-mid-0102,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a LRU cache with get and put methods
tc-mid-0103,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to detect a cycle in a linked list
tc-mid-0104,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to merge k sorted linked lists
tc-mid-0105,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a depth-first search algorithm for a graph
tc-mid-0106,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a breadth-first search algorithm for a graph
tc-mid-0107,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement Dijkstra's shortest path algorithm
tc-mid-0108,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to find the longest increasing subsequence
tc-mid-0109,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to solve the 0/1 knapsack problem
tc-mid-0110,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the minimum number of coins for change
tc-mid-0111,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to generate all valid parentheses combinations
tc-mid-0112,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to solve the N-Queens problem
tc-mid-0113,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the maximum subarray sum (Kadane's algorithm)
tc-mid-0114,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to check if a string matches a regular expression
tc-mid-0115,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to implement a stack using two queues
tc-mid-0116,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to implement a queue using two stacks
tc-mid-0117,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to find the first non-repeating character in a stream
tc-mid-0118,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to serialize and deserialize a binary tree
tc-mid-0119,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the lowest common ancestor in a binary tree
tc-mid-0120,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to check if a binary tree is balanced
tc-mid-0121,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to invert a binary tree
tc-mid-0122,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find all anagrams in a list of words
tc-mid-0123,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to find the shortest path in a maze
tc-mid-0124,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to implement a trie (prefix tree)
tc-mid-0125,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to add two numbers represented as linked lists
tc-mid-0126,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to find the intersection of two linked lists
tc-mid-0127,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to rotate a matrix by 90 degrees
tc-mid-0128,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to set matrix zeroes
tc-mid-0129,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to find the maximum profit from stock prices
tc-mid-0130,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to implement a hash table with separate chaining
tc-mid-0131,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the longest palindromic substring
tc-mid-0132,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a Bloom filter
tc-mid-0133,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the kth largest element in an array
tc-mid-0134,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the median of a running stream of numbers
tc-mid-0135,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a circular buffer
tc-mid-0136,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find all subsets of a set (power set)
tc-mid-0137,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to solve the Sudoku puzzle
tc-mid-0138,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a priority queue
tc-mid-0139,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the minimum depth of a binary tree
tc-mid-0140,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to check if a graph is bipartite
tc-mid-0141,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to find the number of islands in a grid
tc-mid-0142,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to implement a concurrent stack
tc-mid-0143,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the shortest word ladder
tc-mid-0144,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a rate limiter
tc-mid-0145,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the top K frequent elements
tc-mid-0146,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to decode ways
tc-mid-0147,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to find the longest common subsequence
tc-mid-0148,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to implement a skip list
tc-mid-0149,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the maximum profit with at most two transactions
tc-mid-0150,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a doubly linked list
tc-mid-0151,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of a subarray of size k
tc-mid-0152,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the first bad version
tc-mid-0153,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a binary heap
tc-mid-0154,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the length of the longest substring without repeating 
tc-mid-0155,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the minimum window substring
tc-mid-0156,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a cache with LFU eviction policy
tc-mid-0157,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum product subarray
tc-mid-0158,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the number of ways to decode a message
tc-mid-0159,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a union-find data structure
tc-mid-0160,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum depth of a binary tree
tc-mid-0161,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the number of connected components in a graph
tc-mid-0162,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of non-adjacent elements
tc-mid-0163,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the shortest distance from all buildings
tc-mid-0164,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a thread-safe queue
tc-mid-0165,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum rectangle in a 2D matrix
tc-mid-0166,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the longest consecutive sequence
tc-mid-0167,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a pagination system
tc-mid-0168,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the minimum number of jumps to reach end
tc-mid-0169,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the maximum difference between node and its ancesto
tc-mid-0170,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a circular queue
tc-mid-0171,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum area of an island
tc-mid-0172,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the kth smallest element in a BST
tc-mid-0173,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a red-black tree
tc-mid-0174,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of a hourglass in a matrix
tc-mid-0175,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the number of distinct substrings
tc-mid-0176,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a trie with autocomplete
tc-mid-0177,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of a path in a binary tree
tc-mid-0178,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the minimum number of swaps to sort an array
tc-mid-0179,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a LFU cache
tc-mid-0180,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of a subarray with at most k deletions
tc-mid-0181,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the longest duplicate substring
tc-mid-0182,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a Bloom filter with counting
tc-mid-0183,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the maximum sum of a subarray with at most one dele
tc-mid-0184,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a concurrent hash map
tc-mid-0185,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of a subarray with at most two deletio
tc-mid-0186,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the maximum sum of a subarray with at most three de
tc-mid-0187,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Write a function to implement a skip list with insert, delete, search"
tc-mid-0188,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of a subarray with at most four deleti
tc-mid-0189,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the maximum sum of a subarray with at most five del
tc-mid-0190,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a ternary search tree
tc-mid-0191,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of a subarray with at most six deletio
tc-mid-0192,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the maximum sum of a subarray with at most seven de
tc-mid-0193,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a van Emde Boas tree
tc-mid-0194,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of a subarray with at most eight delet
tc-mid-0195,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a function to find the maximum sum of a subarray with at most nine del
tc-mid-0196,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a function to implement a B-tree
tc-mid-0197,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a function to find the maximum sum of a subarray with at most ten deletio
tc-mid-0198,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Design a Python CLI todo app that stores tasks in SQLite and supports add, list,"
tc-mid-0199,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Build a REST API in Node.js with Express for CRUD operations on blog posts, incl"
tc-mid-0200,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a SQL migration plan to normalize a denormalized orders table into custome
tc-mid-0201,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement a rate limiter in Go using a token bucket algorithm.
tc-mid-0202,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a React component for a paginated searchable table with sortable columns.
tc-mid-0203,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a Python script that recursively scans a codebase and reports duplicate fi
tc-mid-0204,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement an LRU cache in Java with O(1) get and put.
tc-mid-0205,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Build a Bash script that rotates logs, compresses archives, and deletes files ol"
tc-mid-0206,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a TypeScript utility type that deeply makes properties optional.
tc-mid-0207,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Write a FastAPI service with JWT auth, protected endpoints, and token refresh fl"
tc-mid-0208,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Implement a trie in C++ and support insert, search, and prefix lookup."
tc-mid-0209,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Design a PostgreSQL query to compute rolling 7-day active users efficiently.
tc-mid-0210,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Write a Python parser that reads nginx access logs and summarizes top IPs, paths"
tc-mid-0211,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Build a small Terraform module that provisions an AWS S3 bucket with versioning 
tc-mid-0212,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a Java Spring Boot endpoint that uploads a file and stores metadata in a 
tc-mid-0213,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Implement Dijkstra's algorithm in Rust for a weighted graph.
tc-mid-0214,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a shell script that validates required environment variables before starti
tc-mid-0215,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Create a React hook that synchronizes state with localStorage and handles JSON p
tc-mid-0216,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,Write a C# background worker that polls a queue and retries failed jobs with exp
tc-mid-0217,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Build a Python function that diffs two nested JSON documents and reports added, "
tc-mid-0218,training_corpus.json,mid,needs relabel,handcrafted mid -- needs cheapest (model_tier + effort) route label for v3,"Create a GitHub Actions workflow that runs tests, lints code, and publishes arti"
